order_id,product,city,price,date
341,Tablet,Bangalore,27493,2026-03-13 18:25:46.360167
342,Phone,Chennai,46850,2026-03-01 18:25:46.360167
343,Tablet,Chennai,42591,2026-03-23 18:25:46.360167
344,Headphones,Bangalore,2226,2026-03-19 18:25:46.360167
345,Headphones,Delhi,39864,2026-03-14 18:25:46.360167
346,Headphones,Bangalore,13132,2026-03-11 18:25:46.360167
347,Phone,Chennai,24456,2026-03-22 18:25:46.360167
348,Laptop,Delhi,38751,2026-03-03 18:25:46.360167
349,Phone,Chennai,20469,2026-03-19 18:25:46.360167
350,Tablet,Chennai,27813,2026-02-28 18:25:46.360167
351,Headphones,Bangalore,39814,2026-03-20 18:25:46.360167
352,Laptop,Mumbai,22636,2026-02-28 18:25:46.360167
353,Laptop,Bangalore,14207,2026-02-27 18:25:46.360167
354,Phone,Bangalore,43335,2026-03-17 18:25:46.360167
355,Phone,Bangalore,31132,2026-03-01 18:25:46.360167
356,Headphones,Chennai,42497,2026-03-08 18:25:46.360167
357,Headphones,Bangalore,26300,2026-03-16 18:25:46.360167
358,Tablet,Chennai,16208,2026-03-23 18:25:46.360167
359,Tablet,Bangalore,5952,2026-03-13 18:25:46.360167
360,Laptop,Chennai,35787,2026-03-07 18:25:46.360167
361,Headphones,Bangalore,15543,2026-03-04 18:25:46.360167
362,Laptop,Delhi,20334,2026-03-18 18:25:46.360167
363,Tablet,Chennai,24951,2026-03-14 18:25:46.360167
364,Tablet,Delhi,2883,2026-03-24 18:25:46.360167
365,Tablet,Delhi,14867,2026-03-06 18:25:46.360167
366,Laptop,Bangalore,45755,2026-03-02 18:25:46.360167
367,Tablet,Mumbai,49755,2026-03-03 18:25:46.360167
368,Phone,Bangalore,6127,2026-03-20 18:25:46.360167
369,Headphones,Mumbai,4040,2026-03-13 18:25:46.360167
370,Laptop,Delhi,46234,2026-03-04 18:25:46.360167
371,Tablet,Mumbai,42721,2026-03-14 18:25:46.360167
372,Tablet,Mumbai,48545,2026-03-09 18:25:46.360167
373,Tablet,Chennai,49909,2026-03-16 18:25:46.360167
374,Laptop,Delhi,11340,2026-03-23 18:25:46.360167
375,Phone,Delhi,33882,2026-03-20 18:25:46.360167
376,Headphones,Delhi,26106,2026-03-11 18:25:46.360167
377,Phone,Chennai,25210,2026-02-25 18:25:46.360167
378,Headphones,Delhi,35755,2026-02-26 18:25:46.360167
379,Tablet,Chennai,12035,2026-03-02 18:25:46.360167
380,Laptop,Chennai,27960,2026-03-20 18:25:46.360167
381,Phone,Bangalore,18776,2026-02-22 18:25:46.360167
382,Laptop,Delhi,12917,2026-03-12 18:25:46.360167
383,Tablet,Chennai,7659,2026-03-01 18:25:46.360167
384,Phone,Delhi,35265,2026-02-24 18:25:46.360167
385,Laptop,Mumbai,5620,2026-03-19 18:25:46.360167
386,Tablet,Mumbai,30389,2026-02-23 18:25:46.360167
387,Headphones,Mumbai,18992,2026-03-09 18:25:46.360167
388,Phone,Delhi,31747,2026-02-28 18:25:46.360167
389,Headphones,Delhi,37444,2026-03-06 18:25:46.361166
390,Headphones,Delhi,12842,2026-02-26 18:25:46.361166
391,Headphones,Bangalore,4224,2026-03-22 18:25:46.361166
392,Phone,Chennai,4674,2026-03-14 18:25:46.361166
393,Laptop,Delhi,48811,2026-03-17 18:25:46.361166
394,Headphones,Delhi,23539,2026-03-15 18:25:46.361166
395,Phone,Mumbai,24806,2026-03-19 18:25:46.361166
396,Laptop,Bangalore,12985,2026-03-01 18:25:46.361166
397,Tablet,Chennai,29778,2026-03-04 18:25:46.361166
398,Laptop,Mumbai,14808,2026-03-14 18:25:46.361166
399,Headphones,Delhi,20604,2026-03-07 18:25:46.361166
400,Headphones,Chennai,26172,2026-03-01 18:25:46.361166
401,Laptop,Mumbai,33338,2026-03-23 18:25:46.361166
402,Phone,Bangalore,4309,2026-03-09 18:25:46.361166
403,Laptop,Mumbai,15261,2026-03-24 18:25:46.361166
404,Headphones,Delhi,15787,2026-02-26 18:25:46.361166
405,Phone,Mumbai,20576,2026-03-19 18:25:46.361166
406,Phone,Bangalore,41880,2026-02-28 18:25:46.361166
407,Phone,Chennai,36238,2026-03-17 18:25:46.361166
408,Laptop,Chennai,39371,2026-03-10 18:25:46.361166
409,Laptop,Bangalore,47687,2026-03-07 18:25:46.361166
410,Laptop,Delhi,8376,2026-03-07 18:25:46.361166
411,Phone,Chennai,47511,2026-03-24 18:25:46.361166
412,Tablet,Mumbai,38517,2026-02-26 18:25:46.361166
413,Phone,Mumbai,33980,2026-03-19 18:25:46.361166
414,Headphones,Mumbai,30287,2026-03-13 18:25:46.361166
415,Tablet,Mumbai,48144,2026-03-06 18:25:46.361166
416,Headphones,Bangalore,16903,2026-03-09 18:25:46.361166
417,Laptop,Chennai,40530,2026-02-27 18:25:46.361166
418,Tablet,Mumbai,11334,2026-02-28 18:25:46.361166
419,Tablet,Delhi,27549,2026-03-16 18:25:46.361166
420,Tablet,Bangalore,39497,2026-03-08 18:25:46.361166
421,Tablet,Bangalore,1324,2026-02-26 18:25:46.361166
422,Tablet,Bangalore,9641,2026-03-17 18:25:46.361166
423,Headphones,Chennai,18023,2026-03-15 18:25:46.361166
424,Headphones,Mumbai,33427,2026-02-23 18:25:46.361166
425,Headphones,Bangalore,32410,2026-02-24 18:25:46.361166
426,Tablet,Mumbai,35316,2026-03-09 18:25:46.361166
427,Headphones,Mumbai,26807,2026-03-20 18:25:46.361166
428,Tablet,Bangalore,46921,2026-03-03 18:25:46.361166
429,Phone,Delhi,19778,2026-03-18 18:25:46.361166
430,Laptop,Chennai,38509,2026-03-14 18:25:46.361166
431,Headphones,Chennai,27315,2026-02-25 18:25:46.361166
432,Laptop,Mumbai,40386,2026-02-24 18:25:46.361166
433,Laptop,Chennai,30015,2026-03-10 18:25:46.361166
434,Laptop,Mumbai,21455,2026-03-09 18:25:46.361166
435,Phone,Chennai,12374,2026-03-02 18:25:46.361166
436,Laptop,Delhi,41011,2026-02-26 18:25:46.361166
437,Laptop,Mumbai,8143,2026-03-08 18:25:46.361166
438,Laptop,Delhi,4208,2026-03-15 18:25:46.361166
439,Laptop,Bangalore,7889,2026-02-24 18:25:46.361166
440,Laptop,Mumbai,18024,2026-02-22 18:25:46.362167
441,Phone,Delhi,33435,2026-03-04 18:25:46.362167
442,Tablet,Delhi,34831,2026-03-02 18:25:46.362167
443,Laptop,Bangalore,5335,2026-03-04 18:25:46.362167
444,Laptop,Mumbai,27980,2026-03-03 18:25:46.362167
445,Headphones,Delhi,49878,2026-02-24 18:25:46.362167
446,Phone,Delhi,16166,2026-03-11 18:25:46.362167
